700,IfcPropertySingleValue,4,null,1
701,IfcPropertySingleValue,4,null,1
702,IfcPropertySingleValue,4,null,1
703,IfcPropertySingleValue,4,null,1
704,IfcPropertySet,5,8,1
706,IfcRelDefinesByProperties,6,3,null
709,IfcPropertySet,5,5,1
711,IfcRelDefinesByProperties,6,3,null
714,IfcRelAssociatesMaterial,6,3,null
717,IfcRelAssociatesMaterial,6,3,null
720,IfcRelAssociatesMaterial,6,3,null
723,IfcRelAssociatesMaterial,6,3,null
726,IfcRelAssociatesMaterial,6,3,null
729,IfcRelAssociatesMaterial,6,3,null
732,IfcRelDefinesByType,6,5,null
735,IfcRelDefinesByType,6,3,null
738,IfcRelDefinesByProperties,6,3,null
741,IfcRelDefinesByProperties,6,3,null
744,IfcRelDefinesByProperties,6,3,null
747,IfcRelDefinesByProperties,6,3,null
750,IfcRelConnectsPathElements,11,3,null
755,IfcRelConnectsPathElements,11,3,null
759,IfcRelConnectsPathElements,11,3,null
764,IfcRelConnectsPathElements,11,3,null
768,IfcPresentationLayerAssignment,4,8,null
